Date,Location,Rainfall_mm,WaterLevel_m,SoilMoisture_pct,Elevation_m,FloodOccurrence,Year
2016-08-12,Marikina,25.5,3.4,34.1,15,0,2016
2016-08-12,Manila,12.6,2.7,9.9,5,0,2016
2016-08-12,Pasig,12.4,0.5,19.7,5,0,2016
2016-08-13,Quezon City,7.6,0.5,9.8,43,0,2016
2016-08-13,Marikina,5.3,0.5,12.0,15,0,2016
2016-08-13,Manila,29.9,1.8,25.0,5,0,2016
2016-08-13,Pasig,24.8,3.0,31.9,5,0,2016
2016-08-14,Quezon City,8.8,0.5,15.3,43,0,2016
2016-08-14,Marikina,5.9,0.5,13.6,15,0,2016
2016-08-14,Manila,14.8,1.4,16.9,5,0,2016
2016-08-14,Pasig,8.7,1.2,9.0,5,0,2016
2016-08-15,Quezon City,9.2,0.5,19.5,43,0,2016
2016-08-15,Marikina,18.2,0.5,26.0,15,0,2016
2016-08-15,Manila,6.4,0.5,8.1,5,0,2016
2016-08-15,Pasig,22.6,0.9,24.6,5,0,2016
2016-08-16,Quezon City,5.2,0.5,15.1,43,0,2016
2016-08-16,Marikina,12.1,0.5,25.7,15,0,2016
2016-08-16,Manila,2.4,0.5,11.4,5,0,2016
2016-08-16,Pasig,5.5,0.5,5.9,5,0,2016
2016-08-17,Quezon City,17.4,0.5,27.3,43,0,2016
2016-08-17,Marikina,11.5,1.3,18.1,15,0,2016
2016-08-17,Manila,6.2,0.5,19.5,5,0,2016
2016-08-17,Pasig,12.0,1.6,5.0,5,0,2016
2016-08-18,Quezon City,4.0,0.5,9.1,43,0,2016
2016-08-18,Marikina,7.1,1.9,23.9,15,0,2016
2016-08-18,Manila,1.4,0.5,10.2,5,0,2016
2016-08-18,Pasig,30.5,4.3,33.2,5,1,2016
2016-08-19,Quezon City,4.9,0.5,16.8,43,0,2016
2016-08-19,Marikina,20.8,1.8,22.0,15,0,2016
2016-08-19,Manila,36.1,2.0,25.4,5,1,2016
2016-08-19,Pasig,10.8,1.1,28.0,5,0,2016
2016-08-20,Quezon City,6.9,0.8,16.7,43,0,2016
2016-08-20,Marikina,7.6,1.6,7.3,15,0,2016
2016-08-20,Manila,30.9,3.1,30.2,5,1,2016
2016-08-20,Pasig,9.9,2.2,20.3,5,0,2016
2016-08-21,Quezon City,11.1,1.3,17.2,43,0,2016
2016-08-21,Marikina,2.5,0.5,12.7,15,0,2016
2016-08-21,Manila,4.4,1.8,22.8,5,0,2016
2016-08-21,Pasig,27.9,1.3,17.8,5,0,2016
2016-08-22,Quezon City,9.0,0.5,20.7,43,0,2016
2016-08-22,Marikina,17.3,1.6,21.7,15,0,2016
2016-08-22,Manila,16.6,2.8,24.6,5,0,2016
2016-08-22,Pasig,3.5,0.5,16.8,5,0,2016
2016-08-23,Quezon City,11.6,1.2,26.0,43,0,2016
2016-08-23,Marikina,14.5,0.6,13.3,15,0,2016
2016-08-23,Manila,1.5,0.5,10.9,5,0,2016
2016-08-23,Pasig,7.2,1.5,15.6,5,0,2016
2016-08-24,Quezon City,17.2,1.4,13.7,43,0,2016
2016-08-24,Marikina,18.7,1.9,23.8,15,0,2016
2016-08-24,Manila,2.0,0.5,20.5,5,0,2016
2016-08-24,Pasig,4.0,0.5,15.8,5,0,2016
2016-08-25,Quezon City,4.9,1.2,11.3,43,0,2016
2016-08-25,Marikina,11.4,0.5,17.0,15,0,2016
2016-08-25,Manila,2.9,0.5,6.5,5,0,2016
2016-08-25,Pasig,4.1,0.5,6.5,5,0,2016
2016-08-26,Quezon City,13.9,1.9,19.0,43,0,2016
2016-08-26,Marikina,11.5,0.5,11.6,15,0,2016
2016-08-26,Manila,19.1,4.1,20.4,5,0,2016
2016-08-26,Pasig,6.2,0.5,9.5,5,0,2016
2016-08-27,Quezon City,10.7,1.7,19.0,43,0,2016
2016-08-27,Marikina,7.4,1.1,15.4,15,0,2016
2016-08-27,Manila,4.5,1.3,6.5,5,0,2016
2016-08-27,Pasig,7.9,0.6,14.3,5,0,2016
2016-08-28,Quezon City,26.3,2.2,17.6,43,0,2016
2016-08-28,Marikina,9.5,1.0,20.9,15,0,2016
2016-08-28,Manila,26.3,2.5,29.5,5,0,2016
2016-08-28,Pasig,12.3,1.7,20.3,5,0,2016
2016-08-29,Quezon City,16.0,1.3,22.4,43,0,2016
2016-08-29,Marikina,5.2,0.6,14.3,15,0,2016
2016-08-29,Manila,9.6,0.5,10.2,5,0,2016
2016-08-29,Pasig,7.5,0.5,15.3,5,0,2016
2016-08-30,Quezon City,6.5,0.7,15.4,43,0,2016
2016-08-30,Marikina,2.1,0.5,5.0,15,0,2016
2016-08-30,Manila,16.0,3.9,34.2,5,0,2016
2016-08-30,Pasig,7.2,0.5,13.1,5,0,2016
2016-08-31,Quezon City,25.4,3.1,19.6,43,0,2016
2016-08-31,Marikina,12.0,0.5,21.3,15,0,2016
2016-08-31,Manila,6.6,0.8,5.0,5,0,2016
2016-08-31,Pasig,14.6,0.5,16.7,5,0,2016
2016-09-01,Quezon City,6.0,1.1,9.4,43,0,2016
2016-09-01,Marikina,10.6,1.1,16.1,15,0,2016
2016-09-01,Manila,3.3,0.5,18.8,5,0,2016
2016-09-01,Pasig,5.1,0.5,14.2,5,0,2016
2016-09-02,Quezon City,5.7,0.5,9.4,43,0,2016
2016-09-02,Marikina,9.0,0.7,24.7,15,0,2016
2016-09-02,Manila,10.6,1.3,15.2,5,0,2016
2016-09-02,Pasig,3.5,0.5,18.3,5,0,2016
2016-09-03,Quezon City,5.4,0.5,17.7,43,0,2016
2016-09-03,Marikina,4.2,0.7,8.3,15,0,2016
2016-09-03,Manila,2.4,0.5,5.0,5,0,2016
2016-09-03,Pasig,0.8,0.5,10.0,5,0,2016
2016-09-04,Quezon City,3.2,0.5,13.9,43,0,2016
2016-09-04,Marikina,10.5,1.5,10.8,15,0,2016
2016-09-04,Manila,5.7,0.5,15.8,5,0,2016
2016-09-04,Pasig,10.1,2.6,13.8,5,0,2016
2016-09-05,Quezon City,8.8,1.1,13.6,43,0,2016
2016-09-05,Marikina,3.4,1.3,6.6,15,0,2016
2016-09-05,Manila,0.6,0.6,5.8,5,0,2016
2016-09-05,Pasig,8.6,1.7,5.0,5,0,2016
2016-09-06,Quezon City,19.9,2.1,15.7,43,0,2016
2016-09-06,Marikina,2.5,0.5,5.0,15,0,2016
2016-09-06,Manila,11.3,0.5,13.7,5,0,2016
2016-09-06,Pasig,6.0,1.9,14.3,5,0,2016
2016-09-07,Quezon City,5.2,1.0,6.7,43,0,2016
2016-09-07,Marikina,18.5,0.6,21.7,15,0,2016
2016-09-07,Manila,3.0,0.5,6.6,5,0,2016
2016-09-07,Pasig,19.1,1.6,21.4,5,0,2016
2016-09-08,Quezon City,6.3,0.5,18.0,43,0,2016
2016-09-08,Marikina,23.6,1.9,25.9,15,0,2016
2016-09-08,Manila,12.3,1.7,13.5,5,0,2016
2016-09-08,Pasig,19.8,0.9,14.4,5,0,2016
2016-09-09,Quezon City,18.1,2.4,12.1,43,0,2016
2016-09-09,Marikina,4.5,0.5,11.3,15,0,2016
2016-09-09,Manila,6.7,0.5,13.3,5,0,2016
2016-09-09,Pasig,6.2,1.3,9.5,5,0,2016
2016-09-10,Quezon City,4.1,1.4,12.7,43,0,2016
2016-09-10,Marikina,2.2,0.5,11.9,15,0,2016
2016-09-10,Manila,12.8,2.5,12.7,5,0,2016
2016-09-10,Pasig,16.1,1.4,19.3,5,0,2016
2016-09-11,Quezon City,1.5,0.5,12.3,43,0,2016
2016-09-11,Marikina,3.8,0.5,5.0,15,0,2016
2016-09-11,Manila,9.3,0.5,18.9,5,0,2016
2016-09-11,Pasig,17.3,2.7,16.7,5,0,2016
2016-09-12,Quezon City,21.0,1.8,24.1,43,0,2016
2016-09-12,Marikina,17.6,0.8,27.1,15,0,2016
2016-09-12,Manila,23.7,1.2,20.2,5,0,2016
2016-09-12,Pasig,11.9,1.4,8.9,5,0,2016
2016-09-13,Quezon City,16.7,0.8,14.1,43,0,2016
2016-09-13,Marikina,27.0,1.7,24.6,15,0,2016
2016-09-13,Manila,7.4,1.2,18.5,5,0,2016
2016-09-13,Pasig,2.8,1.8,12.3,5,0,2016
2016-09-14,Quezon City,13.3,1.7,17.0,43,0,2016
2016-09-14,Marikina,19.3,2.9,13.0,15,0,2016
2016-09-14,Manila,5.3,0.5,9.7,5,0,2016
2016-09-14,Pasig,5.9,0.7,17.5,5,0,2016
2016-09-15,Quezon City,7.4,0.5,12.3,43,0,2016
2016-09-15,Marikina,12.1,0.5,11.9,15,0,2016
2016-09-15,Manila,12.2,1.0,15.6,5,0,2016
2016-09-15,Pasig,17.8,2.4,19.8,5,0,2016
2016-09-16,Quezon City,7.8,1.5,14.1,43,0,2016
2016-09-16,Marikina,5.0,3.0,14.3,15,0,2016
2016-09-16,Manila,19.3,0.8,17.7,5,0,2016
2016-09-16,Pasig,10.8,1.2,15.8,5,0,2016
2016-09-17,Quezon City,9.2,0.5,17.4,43,0,2016
2016-09-17,Marikina,20.6,0.5,28.5,15,0,2016
2016-09-17,Manila,10.9,0.5,18.2,5,0,2016
2016-09-17,Pasig,27.9,3.2,20.1,5,0,2016
2016-09-18,Quezon City,1.5,0.5,5.0,43,0,2016
2016-09-18,Marikina,6.4,1.0,21.4,15,0,2016
2016-09-18,Manila,3.9,2.8,11.8,5,0,2016
2016-09-18,Pasig,11.0,0.5,5.0,5,0,2016
2016-09-19,Quezon City,5.6,2.1,16.0,43,0,2016
2016-09-19,Marikina,8.5,1.0,9.3,15,0,2016
2016-09-19,Manila,7.8,0.5,11.0,5,0,2016
2016-09-19,Pasig,1.7,0.5,21.7,5,0,2016
2016-09-20,Quezon City,1.2,0.5,14.5,43,0,2016
2016-09-20,Marikina,4.1,1.2,20.0,15,0,2016
2016-09-20,Manila,15.2,3.1,10.5,5,0,2016
2016-09-20,Pasig,7.6,0.5,16.4,5,0,2016
2016-09-21,Quezon City,8.2,1.7,10.7,43,0,2016
2016-09-21,Marikina,32.2,2.8,30.8,15,1,2016
2016-09-21,Manila,13.7,2.7,30.9,5,0,2016
2016-09-21,Pasig,1.6,0.5,13.1,5,0,2016
2016-09-22,Quezon City,3.3,0.5,12.7,43,0,2016
2016-09-22,Marikina,21.4,2.4,24.4,15,0,2016
2016-09-22,Manila,3.6,1.1,13.4,5,0,2016
2016-09-22,Pasig,17.9,1.1,21.8,5,0,2016
2016-09-23,Quezon City,1.8,0.5,10.2,43,0,2016
2016-09-23,Marikina,6.8,0.5,11.5,15,0,2016
2016-09-23,Manila,13.1,0.9,13.1,5,0,2016
2016-09-23,Pasig,8.7,0.6,20.9,5,0,2016
2016-09-24,Quezon City,15.2,1.3,18.0,43,0,2016
2016-09-24,Marikina,9.4,2.4,9.2,15,0,2016
2016-09-24,Manila,7.6,1.8,14.9,5,0,2016
2016-09-24,Pasig,14.4,0.9,20.2,5,0,2016
2016-09-25,Quezon City,7.5,0.5,14.1,43,0,2016
2016-09-25,Marikina,3.1,1.2,18.3,15,0,2016
2016-09-25,Manila,7.9,1.8,15.2,5,0,2016
2016-09-25,Pasig,7.2,0.5,19.3,5,0,2016
2016-09-26,Quezon City,23.0,1.5,13.8,43,0,2016
2016-09-26,Marikina,14.2,0.5,15.9,15,0,2016
2016-09-26,Manila,5.7,0.7,7.7,5,0,2016
2016-09-26,Pasig,4.9,0.5,14.0,5,0,2016
2016-09-27,Quezon City,3.8,0.5,20.9,43,0,2016
2016-09-27,Marikina,0.3,1.3,15.5,15,0,2016
2016-09-27,Manila,7.6,0.8,11.9,5,0,2016
2016-09-27,Pasig,13.0,1.2,24.7,5,0,2016
2016-09-28,Quezon City,17.7,1.7,20.8,43,0,2016
2016-09-28,Marikina,5.4,0.5,13.9,15,0,2016
2016-09-28,Manila,8.1,0.6,19.0,5,0,2016
2016-09-28,Pasig,12.2,0.5,13.7,5,0,2016
2016-09-29,Quezon City,9.1,1.7,12.4,43,0,2016
2016-09-29,Marikina,6.6,0.5,12.1,15,0,2016
2016-09-29,Manila,22.4,1.3,18.8,5,0,2016
2016-09-29,Pasig,7.3,0.5,16.1,5,0,2016
2016-09-30,Quezon City,7.9,0.5,23.0,43,0,2016
2016-09-30,Marikina,10.3,0.9,12.6,15,0,2016
2016-09-30,Manila,3.0,0.5,9.4,5,0,2016
2016-09-30,Pasig,11.2,0.5,16.9,5,0,2016
2016-10-01,Quezon City,39.6,2.4,35.3,43,1,2016
2016-10-01,Marikina,12.6,0.5,17.5,15,0,2016
2016-10-01,Manila,3.5,0.5,6.9,5,0,2016
2016-10-01,Pasig,9.3,0.5,17.1,5,0,2016
2016-10-02,Quezon City,3.9,0.5,6.3,43,0,2016
2016-10-02,Marikina,11.4,1.7,15.9,15,0,2016
2016-10-02,Manila,27.0,4.7,21.1,5,0,2016
2016-10-02,Pasig,33.4,4.5,26.7,5,1,2016
2016-10-03,Quezon City,2.2,0.5,13.7,43,0,2016
2016-10-03,Marikina,1.8,0.5,17.7,15,0,2016
2016-10-03,Manila,3.0,0.5,18.7,5,0,2016
2016-10-03,Pasig,21.7,3.2,20.5,5,0,2016
2016-10-04,Quezon City,5.3,0.5,12.8,43,0,2016
2016-10-04,Marikina,9.4,1.0,25.7,15,0,2016
2016-10-04,Manila,11.8,0.5,16.9,5,0,2016
2016-10-04,Pasig,9.9,0.5,20.1,5,0,2016
2016-10-05,Quezon City,6.9,0.5,18.4,43,0,2016
2016-10-05,Marikina,14.3,0.5,15.7,15,0,2016
2016-10-05,Manila,5.0,1.4,6.9,5,0,2016
2016-10-05,Pasig,7.5,0.7,11.1,5,0,2016
2016-10-06,Quezon City,1.0,0.5,7.5,43,0,2016
2016-10-06,Marikina,7.9,1.1,15.8,15,0,2016
2016-10-06,Manila,8.6,1.8,20.1,5,0,2016
2016-10-06,Pasig,4.2,0.6,13.1,5,0,2016
2016-10-07,Quezon City,4.8,0.5,14.9,43,0,2016
2016-10-07,Marikina,2.0,0.5,10.0,15,0,2016
2016-10-07,Manila,3.0,0.5,6.2,5,0,2016
2016-10-07,Pasig,3.5,2.0,7.8,5,0,2016
2016-10-08,Quezon City,4.5,0.5,5.7,43,0,2016
2016-10-08,Marikina,4.9,0.5,16.1,15,0,2016
2016-10-08,Manila,3.8,0.8,14.4,5,0,2016
2016-10-08,Pasig,6.0,0.5,18.0,5,0,2016
2016-10-09,Quezon City,7.3,0.6,13.6,43,0,2016
2016-10-09,Marikina,19.0,2.8,14.1,15,0,2016
2016-10-09,Manila,5.1,0.5,21.0,5,0,2016
2016-10-09,Pasig,13.6,1.8,11.0,5,0,2016
2016-10-10,Quezon City,23.0,2.0,11.2,43,0,2016
2016-10-10,Marikina,16.0,1.9,19.0,15,0,2016
2016-10-10,Manila,33.4,1.8,26.5,5,1,2016
2016-10-10,Pasig,3.6,0.5,9.0,5,0,2016
2016-10-11,Quezon City,4.0,1.1,14.0,43,0,2016
2016-10-11,Marikina,9.9,0.6,13.3,15,0,2016
2016-10-11,Manila,10.3,2.2,16.5,5,0,2016
2016-10-11,Pasig,5.0,0.6,23.0,5,0,2016
2016-10-12,Quezon City,6.4,0.5,5.0,43,0,2016
2016-10-12,Marikina,3.1,0.5,12.2,15,0,2016
2016-10-12,Manila,11.5,3.2,5.0,5,0,2016
2016-10-12,Pasig,10.4,1.5,11.3,5,0,2016
2016-10-13,Quezon City,17.7,1.4,15.8,43,0,2016
2016-10-13,Marikina,4.6,1.6,5.1,15,0,2016
2016-10-13,Manila,11.0,0.6,17.1,5,0,2016
2016-10-13,Pasig,15.0,1.8,10.7,5,0,2016
2016-10-14,Quezon City,7.3,1.7,19.1,43,0,2016
2016-10-14,Marikina,11.9,1.5,21.3,15,0,2016
2016-10-14,Manila,3.9,1.2,11.3,5,0,2016
2016-10-14,Pasig,7.6,0.5,11.9,5,0,2016
2016-10-15,Quezon City,26.9,0.5,18.2,43,0,2016
2016-10-15,Marikina,9.7,0.5,17.9,15,0,2016
2016-10-15,Manila,8.6,0.5,12.5,5,0,2016
2016-10-15,Pasig,20.7,1.1,14.9,5,0,2016
2016-10-16,Quezon City,15.8,0.7,19.7,43,0,2016
2016-10-16,Marikina,9.0,0.8,12.1,15,0,2016
2016-10-16,Manila,16.3,1.1,19.3,5,0,2016
2016-10-16,Pasig,5.2,0.8,16.1,5,0,2016
2016-10-17,Quezon City,1.7,0.9,13.6,43,0,2016
2016-10-17,Marikina,1.0,0.5,6.7,15,0,2016
2016-10-17,Manila,6.4,0.5,10.7,5,0,2016
2016-10-17,Pasig,18.2,1.9,20.6,5,0,2016
2016-10-18,Quezon City,5.1,0.5,6.8,43,0,2016
2016-10-18,Marikina,1.8,0.9,14.2,15,0,2016
2016-10-18,Manila,21.0,3.3,24.7,5,0,2016
2016-10-18,Pasig,5.1,0.9,6.8,5,0,2016
2016-10-19,Quezon City,4.1,0.8,12.6,43,0,2016
2016-10-19,Marikina,10.6,1.8,21.7,15,0,2016
2016-10-19,Manila,16.4,2.4,15.9,5,0,2016
2016-10-19,Pasig,2.2,0.5,16.4,5,0,2016
2016-10-20,Quezon City,5.7,1.1,8.6,43,0,2016
2016-10-20,Marikina,8.1,0.5,6.1,15,0,2016
2016-10-20,Manila,6.1,0.6,17.5,5,0,2016
2016-10-20,Pasig,11.2,1.6,10.8,5,0,2016
2016-10-21,Quezon City,3.8,1.5,7.9,43,0,2016
2016-10-21,Marikina,2.8,0.5,6.6,15,0,2016
2016-10-21,Manila,1.7,0.7,12.9,5,0,2016
2016-10-21,Pasig,6.6,0.9,16.8,5,0,2016
2016-10-22,Quezon City,13.3,0.5,16.3,43,0,2016
2016-10-22,Marikina,5.1,0.5,11.7,15,0,2016
2016-10-22,Manila,5.9,0.5,14.7,5,0,2016
2016-10-22,Pasig,12.3,2.3,13.7,5,0,2016
2016-10-23,Quezon City,12.0,2.2,26.4,43,0,2016
2016-10-23,Marikina,21.8,1.6,20.6,15,0,2016
2016-10-23,Manila,9.5,2.0,19.5,5,0,2016
2016-10-23,Pasig,18.7,1.2,23.1,5,0,2016
2016-10-24,Quezon City,9.8,2.5,13.4,43,0,2016
2016-10-24,Marikina,2.3,0.5,5.0,15,0,2016
2016-10-24,Manila,11.0,1.0,18.4,5,0,2016
2016-10-24,Pasig,6.9,1.5,20.4,5,0,2016
2016-10-25,Quezon City,15.3,3.0,12.8,43,0,2016
2016-10-25,Marikina,2.1,0.9,8.4,15,0,2016
2016-10-25,Manila,3.2,0.5,20.2,5,0,2016
2016-10-25,Pasig,11.5,0.5,20.0,5,0,2016
2016-10-26,Quezon City,21.7,1.7,20.9,43,0,2016
2016-10-26,Marikina,4.0,0.5,16.0,15,0,2016
2016-10-26,Manila,4.4,0.5,11.1,5,0,2016
2016-10-26,Pasig,9.0,1.7,11.7,5,0,2016
2016-10-27,Quezon City,9.8,2.2,10.0,43,0,2016
2016-10-27,Marikina,8.3,1.7,19.3,15,0,2016
2016-10-27,Manila,5.7,0.5,7.5,5,0,2016
2016-10-27,Pasig,5.0,0.7,12.5,5,0,2016
2016-10-28,Quezon City,6.7,1.6,19.8,43,0,2016
2016-10-28,Marikina,9.9,2.3,23.1,15,0,2016
2016-10-28,Manila,3.1,0.5,10.3,5,0,2016
2016-10-28,Pasig,4.7,0.5,12.7,5,0,2016
2016-10-29,Quezon City,21.5,1.0,18.2,43,0,2016
2016-10-29,Marikina,33.3,3.2,26.6,15,1,2016
2016-10-29,Manila,5.7,1.2,21.5,5,0,2016
2016-10-29,Pasig,5.2,0.5,9.3,5,0,2016
2016-10-30,Quezon City,17.6,2.4,20.9,43,0,2016
2016-10-30,Marikina,6.0,0.5,9.6,15,0,2016
2016-10-30,Manila,12.2,1.2,10.0,5,0,2016
2016-10-30,Pasig,9.5,1.1,18.8,5,0,2016
2016-10-31,Quezon City,7.0,0.5,20.4,43,0,2016
2016-10-31,Marikina,39.6,3.7,21.7,15,1,2016
2016-10-31,Manila,6.8,2.9,16.5,5,0,2016
2016-10-31,Pasig,12.5,0.5,14.7,5,0,2016
2016-11-01,Quezon City,10.0,0.5,11.0,43,0,2016
2016-11-01,Marikina,13.6,1.2,20.4,15,0,2016
2016-11-01,Manila,4.8,0.5,20.7,5,0,2016
2016-11-01,Pasig,16.2,0.6,20.5,5,0,2016
2016-11-02,Quezon City,14.9,2.5,12.6,43,0,2016
2016-11-02,Marikina,23.1,1.7,20.4,15,0,2016
2016-11-02,Manila,21.9,1.5,17.5,5,0,2016
2016-11-02,Pasig,4.4,0.5,5.0,5,0,2016
2016-11-03,Quezon City,7.8,0.5,15.1,43,0,2016
2016-11-03,Marikina,10.2,2.3,17.7,15,0,2016
2016-11-03,Manila,9.2,2.2,12.3,5,0,2016
2016-11-03,Pasig,4.9,0.5,15.3,5,0,2016
2016-11-04,Quezon City,21.1,2.6,18.1,43,0,2016
2016-11-04,Marikina,12.4,1.6,18.2,15,0,2016
2016-11-04,Manila,8.9,1.0,14.3,5,0,2016
2016-11-04,Pasig,2.8,0.5,15.0,5,0,2016
2016-11-05,Quezon City,16.7,0.5,20.9,43,0,2016
2016-11-05,Marikina,30.8,2.6,26.5,15,1,2016
2016-11-05,Manila,23.4,2.7,21.8,5,0,2016
2016-11-05,Pasig,3.5,1.3,13.2,5,0,2016
2016-11-06,Quezon City,4.2,1.2,12.3,43,0,2016
2016-11-06,Marikina,4.9,0.9,12.5,15,0,2016
2016-11-06,Manila,23.6,4.4,20.4,5,0,2016
2016-11-06,Pasig,29.5,2.7,30.3,5,0,2016
2016-11-07,Quezon City,6.9,1.1,11.4,43,0,2016
2016-11-07,Marikina,4.8,1.8,5.0,15,0,2016
2016-11-07,Manila,4.7,1.3,16.0,5,0,2016
2016-11-07,Pasig,3.5,0.6,6.8,5,0,2016
2016-11-08,Quezon City,2.8,0.5,10.1,43,0,2016
2016-11-08,Marikina,10.2,1.0,18.3,15,0,2016
2016-11-08,Manila,14.5,0.5,11.8,5,0,2016
2016-11-08,Pasig,10.3,0.9,16.6,5,0,2016
2016-11-09,Quezon City,0.8,0.5,14.1,43,0,2016
2016-11-09,Marikina,0.8,0.5,9.5,15,0,2016
2016-11-09,Manila,5.4,0.5,15.1,5,0,2016
2016-11-09,Pasig,0.9,0.5,14.1,5,0,2016
2016-11-10,Quezon City,11.0,0.5,14.2,43,0,2016
2016-11-10,Marikina,4.4,0.5,15.5,15,0,2016
2016-11-10,Manila,6.3,0.5,16.9,5,0,2016
2016-11-10,Pasig,13.4,1.0,12.7,5,0,2016
2016-11-11,Quezon City,11.3,0.5,22.3,43,0,2016
2016-11-11,Marikina,13.1,1.3,15.2,15,0,2016
2016-11-11,Manila,2.4,0.5,10.9,5,0,2016
2016-11-11,Pasig,8.9,1.9,18.4,5,0,2016
2016-11-12,Quezon City,15.3,1.6,11.7,43,0,2016
2016-11-12,Marikina,22.1,1.5,18.7,15,0,2016
2016-11-12,Manila,20.4,1.8,16.9,5,0,2016
2016-11-12,Pasig,3.8,0.9,17.7,5,0,2016
2016-11-13,Quezon City,0.7,0.5,7.7,43,0,2016
2016-11-13,Marikina,11.1,3.7,5.0,15,0,2016
2016-11-13,Manila,12.3,0.6,16.9,5,0,2016
2016-11-13,Pasig,8.7,1.8,18.7,5,0,2016
2016-11-14,Quezon City,9.2,0.5,13.9,43,0,2016
2016-11-14,Marikina,4.0,0.5,11.6,15,0,2016
2016-11-14,Manila,9.6,0.5,14.6,5,0,2016
2016-11-14,Pasig,9.3,2.3,30.0,5,0,2016
2016-11-15,Quezon City,2.6,1.1,12.5,43,0,2016
2016-11-15,Marikina,1.5,1.1,7.3,15,0,2016
2016-11-15,Manila,16.5,1.8,25.1,5,0,2016
2016-11-15,Pasig,11.1,0.6,18.7,5,0,2016
2016-11-16,Quezon City,4.3,0.5,20.2,43,0,2016
2016-11-16,Marikina,10.1,0.5,10.9,15,0,2016
2016-11-16,Manila,5.2,0.5,12.0,5,0,2016
2016-11-16,Pasig,3.5,1.0,15.1,5,0,2016
2016-11-17,Quezon City,6.1,1.0,8.0,43,0,2016
2016-11-17,Marikina,5.8,0.5,10.4,15,0,2016
2016-11-17,Manila,10.2,2.4,11.0,5,0,2016
2016-11-17,Pasig,2.5,0.7,12.3,5,0,2016
2016-11-18,Quezon City,16.6,2.0,26.6,43,0,2016
2016-11-18,Marikina,12.7,1.9,23.4,15,0,2016
2016-11-18,Manila,15.4,1.4,11.2,5,0,2016
2016-11-18,Pasig,17.6,2.7,7.8,5,0,2016
2016-11-19,Quezon City,11.8,2.4,15.9,43,0,2016
2016-11-19,Marikina,16.4,3.8,11.2,15,0,2016
2016-11-19,Manila,18.7,0.5,15.7,5,0,2016
2016-11-19,Pasig,6.1,2.1,15.2,5,0,2016
2016-11-20,Quezon City,10.9,0.5,17.1,43,0,2016
2016-11-20,Marikina,7.1,0.5,18.9,15,0,2016
2016-11-20,Manila,7.4,1.0,13.1,5,0,2016
2016-11-20,Pasig,4.8,1.5,11.2,5,0,2016
2016-11-21,Quezon City,4.6,0.5,19.9,43,0,2016
2016-11-21,Marikina,3.4,0.8,5.0,15,0,2016
2016-11-21,Manila,11.1,0.5,5.0,5,0,2016
2016-11-21,Pasig,3.5,2.0,14.6,5,0,2016
2016-11-22,Quezon City,7.0,3.7,13.8,43,0,2016
2016-11-22,Marikina,13.1,1.9,16.0,15,0,2016
2016-11-22,Manila,4.8,0.8,12.2,5,0,2016
2016-11-22,Pasig,25.9,1.7,27.0,5,0,2016
2016-11-23,Quezon City,5.9,0.5,10.7,43,0,2016
2016-11-23,Marikina,4.0,0.9,17.2,15,0,2016
2016-11-23,Manila,4.4,0.5,11.5,5,0,2016
2016-11-23,Pasig,10.3,0.8,15.2,5,0,2016
2016-11-24,Quezon City,8.8,0.9,11.8,43,0,2016
2016-11-24,Marikina,11.9,1.6,16.7,15,0,2016
2016-11-24,Manila,8.0,0.5,10.3,5,0,2016
2016-11-24,Pasig,1.5,0.5,5.6,5,0,2016
2016-11-25,Quezon City,19.7,2.5,19.9,43,0,2016
2016-11-25,Marikina,7.2,1.3,17.3,15,0,2016
2016-11-25,Manila,13.9,1.1,28.9,5,0,2016
2016-11-25,Pasig,1.7,0.6,19.0,5,0,2016
2016-11-26,Quezon City,12.0,2.7,7.5,43,0,2016
2016-11-26,Marikina,5.4,0.5,5.0,15,0,2016
2016-11-26,Manila,17.9,1.6,18.0,5,0,2016
2016-11-26,Pasig,10.3,0.5,9.1,5,0,2016
2016-11-27,Quezon City,13.8,2.3,17.0,43,0,2016
2016-11-27,Marikina,6.1,0.5,11.4,15,0,2016
2016-11-27,Manila,14.1,1.7,16.0,5,0,2016
2016-11-27,Pasig,8.4,0.6,8.3,5,0,2016
2016-11-28,Quezon City,12.9,2.8,8.7,43,0,2016
2016-11-28,Marikina,8.9,1.0,9.5,15,0,2016
2016-11-28,Manila,8.9,1.0,9.1,5,0,2016
2016-11-28,Pasig,5.9,1.1,12.9,5,0,2016
2016-11-29,Quezon City,8.9,1.5,10.9,43,0,2016
2016-11-29,Marikina,6.7,2.4,6.4,15,0,2016
2016-11-29,Manila,7.6,1.1,12.1,5,0,2016
2016-11-29,Pasig,9.2,1.0,10.8,5,0,2016
2016-11-30,Quezon City,16.9,1.7,21.0,43,0,2016
2016-11-30,Marikina,14.7,1.6,12.0,15,0,2016
2016-11-30,Manila,5.6,1.2,25.5,5,0,2016
2016-11-30,Pasig,8.3,0.5,22.5,5,0,2016
2016-12-01,Quezon City,1.7,0.5,14.9,43,0,2016
2016-12-01,Marikina,3.6,0.5,15.2,15,0,2016
2016-12-01,Manila,6.7,1.3,13.3,5,0,2016
2016-12-01,Pasig,13.4,2.2,18.9,5,0,2016
2016-12-02,Quezon City,11.1,1.7,17.8,43,0,2016
2016-12-02,Marikina,5.7,0.5,9.4,15,0,2016
